namaste_code,namaste_term,namaste_original_script,namaste_transliteration,namaste_english,namaste_description,synonyms,icd11_code,icd11_term,icd11_description,mapping_equivalence,mapping_confidence,source,status
SAT-I.15193,miscarriage,गर्भस्राव,garbhasrāva,miscarriage,Spontaneous pregnancy loss,abortion|fetal loss,CB41,Pneumonia,Lung infection,related,0.554,auto,approved
SAT-G.15194,diabetes,प्रमेह,prameha,diabetes,Metabolic disorder with sweet urine,diabetes mellitus|sweet urine,5A10,Type 1 diabetes mellitus,Metabolic disorder,related,0.761,seed,proposed
SAT-E.15195,obesity,स्थौल्य,sthaulya,obesity,Excessive body weight,overweight|corpulence,NE80,Burns,Thermal injuries,narrower,0.67,seed,curated
SAT-J.15196,underweight,कृश,kṛśa,underweight,Below normal body weight,emaciation|thinness,5B82,Underweight,Below normal weight,equivalent,0.834,auto,approved
SAT-D.15197,psychosis,उन्माद,unmāda,psychosis,Mental disorder with loss of reality,insanity|mental derangement,6A20,Schizophrenia,Psychotic disorder,related,0.613,manual,approved
SAT-D.15198,amnesia,अपस्मृति,apasmṛti,amnesia,Loss of memory,memory loss|forgetfulness,6D72,Amnesia,Loss of memory function,equivalent,0.829,seed,approved
SAT-C.15199,anxiety,चित्तोद्वेग,cittodvega,anxiety,Mental restlessness and worry,nervousness|mental agitation,6B00,Anxiety disorders,Excessive fear or anxiety,broader,0.684,manual,proposed
SID-9.3.00,rheumatism,வாதம்,vātam,rheumatism,Joint and muscle pain disorder,rheumatic pain|joint disorders,6A60,Bipolar disorder,Mood cycling disorder,related,0.507,manual,proposed
SID-4.8.01,biliary disorders,பித்தம்,pittam,biliary disorders,Liver and gallbladder related conditions,bile disorders|hepatic problems,DA90,Liver disorders,Hepatic dysfunction,unmapped,0,auto,proposed
SID-1.3.02,respiratory congestion,கபம்,kapam,respiratory congestion,Phlegm related respiratory issues,mucus disorders|catarrh,CA25,Chronic respiratory diseases,Long-term airway problems,related,0.541,auto,curated
SID-9.7.03,abdominal tumors,குன்மம்,kunmam,abdominal tumors,Growth in abdominal cavity,gastric mass|abdominal swelling,2A00,Malignant neoplasms,Cancerous growth,equivalent,0.637,manual,curated
SID-1.8.04,lymph node enlargement,கிரந்தி,kiranthi,lymph node enlargement,Swollen lymph glands,lymphadenopathy|glandular swelling,4A01,Lymphadenopathy,Enlarged lymph nodes,equivalent,0.846,auto,curated
UNA-5.4.05,bilious temperament,صفرا,ṣafrā,bilious temperament,Excess of yellow bile humor,choleric humor|hot temperament,DA61,Peptic ulcer,Stomach or duodenal ulcer,broader,0.371,auto,proposed
UNA-12.1.06,phlegmatic temperament,بلغم,balgham,phlegmatic temperament,Excess of phlegm humor,cold humid temperament|mucus,CA2Y,Respiratory mucus disorders,Excessive mucus production,related,0.675,manual,approved
UNA-1.6.07,sanguine temperament,دم,dam,sanguine temperament,Blood-related disorders,blood humor|circulation,3A20,Iron deficiency anemia,Lack of iron in blood,narrower,0.378,auto,proposed
UNA-1.5.08,melancholic temperament,سودا,sawdā,melancholic temperament,Black bile excess,melancholic humor|depression,6A70,Mood disorders,Depressive conditions,related,0.422,seed,proposed
UNA-2.6.09,fevers,حمیات,ḥumayāt,fevers,Pyretic conditions,fever disorders|pyrexia,1G00,Fever,Elevated body temperature,broader,0.741,seed,approved
SAT-G.15210,indigestion,अजीर्ण,ajīrṇa,indigestion,Impaired digestion due to weakened digestive fire (agni),dyspepsia|poor digestion,8A25,Gastritis,Inflammation of the gastric mucosa,equivalent,0.914,manual,curated
SAT-B.15211,diarrhea,अतिसार,atisāra,diarrhea,Excessive loose bowel movements with increased frequency,loose motions|frequent stools,ME05,Diarrhoea,Passage of loose or liquid stools,equivalent,0.897,auto,approved
SAT-A.15212,malabsorption syndrome,ग्रहणी,grahaṇī,malabsorption syndrome,Disorder of small intestine affecting absorption,sprue|absorption disorder,8A44,Malabsorption syndromes,Impaired absorption of nutrients,equivalent,0.85,auto,approved
SAT-J.15213,hemorrhoids,अर्श,arśa,hemorrhoids,Swollen blood vessels in anal canal,piles|anal varices,9B71,Haemorrhoids,Swollen veins in the anal canal,equivalent,0.976,auto,approved
SAT-B.15214,asthma,श्वास,śvāsa,asthma,Difficulty in breathing with wheeze,breathing difficulty|dyspnea,CA23,Asthma,Chronic inflammatory airway disease,equivalent,0.926,auto,approved
SAT-G.15215,cough,कास,kāsa,cough,Forceful expulsion of air from lungs,tussis|persistent cough,MD12,Cough,Sudden expulsion of air from lungs,equivalent,0.938,auto,approved
SAT-F.15216,hiccup,हिक्का,hikkā,hiccup,Involuntary diaphragmatic spasm,hiccough|spasmodic breathing,MD80,Hiccup,Involuntary contraction of diaphragm,equivalent,0.85,auto,approved
SAT-E.15217,common cold,प्रतिश्याय,pratiśyāya,common cold,Viral upper respiratory tract infection,rhinitis|nasal congestion,6A60,Bipolar disorder,Mood cycling disorder,narrower,0.53,manual,approved
SAT-H.15218,epilepsy,अपस्मार,apasmāra,epilepsy,Recurrent seizures due to abnormal brain activity,seizure disorder|convulsions,8A61,Epilepsy,Recurrent unprovoked seizures,equivalent,0.847,auto,curated
SAT-F.15219,migraine,अर्धावभेदक,ardhāvabhedaka,migraine,Unilateral throbbing headache,hemicrania|sick headache,8A80.1,Migraine without aura,Primary headache disorder,equivalent,0.789,seed,proposed
SAT-A.15220,headache,शिरशूल,śiraśūla,headache,Pain in head and neck region,cephalgia|head pain,8A80,Primary headache disorders,Pain located in head or neck,unmapped,0,manual,proposed
SAT-A.15221,hemiplegia,पक्षाघात,pakṣāghāta,hemiplegia,Paralysis of one side of body,stroke|cerebral palsy,6A60,Bipolar disorder,Mood cycling disorder,related,0.667,seed,curated
SAT-G.15222,rheumatoid arthritis,आमवात,āmavāta,rheumatoid arthritis,Joint inflammation with morning stiffness,inflammatory arthritis|joint pain,FA20,Rheumatoid arthritis,Chronic inflammatory joint disease,equivalent,0.772,auto,proposed
SAT-G.15223,osteoarthritis,सन्धिवात,sandhivāta,osteoarthritis,Degenerative joint disease,joint degeneration|arthritis,FA00,Osteoarthritis,Degenerative joint disease,unmapped,0,auto,proposed
SAT-G.15224,low back pain,कटिशूल,kaṭiśūla,low back pain,Pain in lumbar region,lumbago|backache,ME84.2,Low back pain,Pain in lower back region,equivalent,0.795,seed,proposed
SAT-C.15225,neck stiffness,ग्रीवास्तम्भ,grīvāstambha,neck stiffness,Restricted neck movement,cervical stiffness|torticollis,ME84.1,Neck pain,Pain or stiffness in neck,related,0.653,auto,proposed
SAT-E.15226,leprosy,कुष्ठ,kuṣṭha,leprosy,Chronic infectious skin disease,hansen disease|skin infection,1B20,Leprosy,Chronic infectious disease,equivalent,0.908,manual,curated
SAT-G.15227,eczema,एककुष्ठ,ekakuṣṭha,eczema,Inflammatory skin condition,dermatitis|skin inflammation,EA80,Atopic dermatitis,Chronic inflammatory skin disease,related,0.716,manual,proposed
SAT-E.15228,ringworm,दद्रु,dadru,ringworm,Fungal skin infection,tinea|fungal dermatitis,1F28,Dermatophytosis,Superficial fungal infection,equivalent,0.765,manual,curated
SAT-D.15229,wound,व्रण,vraṇa,wound,Break in skin continuity,ulcer|sore,NE70,Open wound,Disruption of skin integrity,broader,0.616,manual,proposed
SAT-F.15230,heart disease,हृदरोग,hṛdaroga,heart disease,Cardiac disorders,cardiac disease|heart problems,BA00,Heart diseases,Disorders of the heart,broader,0.719,auto,proposed
SAT-I.15231,bleeding disorders,रक्तप्रदर,raktapradara,bleeding disorders,Excessive bleeding tendency,hemorrhage|bleeding,3A10,Bleeding disorders,Impaired hemostasis,related,0.626,auto,approved
SAT-D.15232,hypertension,उच्चरक्तचाप,uccaraktacāpa,hypertension,Elevated blood pressure,high BP|arterial hypertension,NE80,Burns,Thermal injuries,related,0.522,auto,proposed
SAT-C.15233,dysuria,मूत्रकृच्छ,mūtrakṛcchra,dysuria,Painful urination,difficult urination|burning micturition,MF50,Dysuria,Painful or difficult urination,equivalent,0.975,auto,curated
SAT-A.15234,urinary retention,मूत्राघात,mūtrāghāta,urinary retention,Inability to empty bladder,retention of urine|anuria,MF52,Retention of urine,Inability to void urine,equivalent,0.822,auto,approved
SAT-J.15235,urinary stones,अश्मरी,aśmarī,urinary stones,Calculi in urinary tract,kidney stones|nephrolithiasis,GC80,Urolithiasis,Formation of stones in urinary tract,equivalent,0.961,auto,approved
SAT-J.15236,menstrual disorders,रजोदोष,rajodoṣa,menstrual disorders,Irregularities in menstruation,menstrual problems|cycle disorders,GA34,Menstrual disorders,Abnormalities of menstruation,broader,0.734,seed,curated
SAT-D.15237,leucorrhea,प्रदर,pradara,leucorrhea,Excessive vaginal discharge,white discharge|vaginal secretion,GA22,Excessive vaginal discharge,Abnormal vaginal discharge,equivalent,0.947,seed,approved
SAT-I.15238,miscarriage,गर्भस्राव,garbhasrāva,miscarriage,Spontaneous pregnancy loss,abortion|fetal loss,CB41,Pneumonia,Lung infection,narrower,0.421,seed,proposed
SAT-B.15239,diabetes,प्रमेह,prameha,diabetes,Metabolic disorder with sweet urine,diabetes mellitus|sweet urine,5A10,Type 1 diabetes mellitus,Metabolic disorder,unmapped,0,auto,proposed
SAT-H.15240,obesity,स्थौल्य,sthaulya,obesity,Excessive body weight,overweight|corpulence,8.00E+40,Peripheral neuropathy,Nerve damage,narrower,0.608,auto,proposed
SAT-E.15241,underweight,कृश,kṛśa,underweight,Below normal body weight,emaciation|thinness,5B82,Underweight,Below normal weight,equivalent,0.908,manual,curated
SAT-B.15242,psychosis,उन्माद,unmāda,psychosis,Mental disorder with loss of reality,insanity|mental derangement,8A62,Parkinson disease,Progressive neurological disorder,equivalent,0.401,auto,proposed
SAT-B.15243,amnesia,अपस्मृति,apasmṛti,amnesia,Loss of memory,memory loss|forgetfulness,6D72,Amnesia,Loss of memory function,equivalent,0.827,auto,approved
SAT-I.15244,anxiety,चित्तोद्वेग,cittodvega,anxiety,Mental restlessness and worry,nervousness|mental agitation,6B00,Anxiety disorders,Excessive fear or anxiety,broader,0.726,manual,curated
SID-3.6.45,rheumatism,வாதம்,vātam,rheumatism,Joint and muscle pain disorder,rheumatic pain|joint disorders,FA20,Rheumatoid arthritis,Inflammatory joint disease,narrower,0.709,auto,proposed
SID-1.3.46,biliary disorders,பித்தம்,pittam,biliary disorders,Liver and gallbladder related conditions,bile disorders|hepatic problems,DA90,Liver disorders,Hepatic dysfunction,broader,0.627,manual,curated
SID-4.2.47,respiratory congestion,கபம்,kapam,respiratory congestion,Phlegm related respiratory issues,mucus disorders|catarrh,CA25,Chronic respiratory diseases,Long-term airway problems,related,0.69,manual,approved
SID-7.7.48,abdominal tumors,குன்மம்,kunmam,abdominal tumors,Growth in abdominal cavity,gastric mass|abdominal swelling,2A60,Lung cancer,Malignant lung neoplasm,narrower,0.339,auto,proposed
SID-3.6.49,lymph node enlargement,கிரந்தி,kiranthi,lymph node enlargement,Swollen lymph glands,lymphadenopathy|glandular swelling,4A01,Lymphadenopathy,Enlarged lymph nodes,equivalent,0.752,manual,approved
UNA-13.2.50,bilious temperament,صفرا,ṣafrā,bilious temperament,Excess of yellow bile humor,choleric humor|hot temperament,ME0Y,Biliary disorders,Bile-related conditions,related,0.552,seed,curated
UNA-12.3.51,phlegmatic temperament,بلغم,balgham,phlegmatic temperament,Excess of phlegm humor,cold humid temperament|mucus,CA2Y,Respiratory mucus disorders,Excessive mucus production,related,0.489,auto,proposed
UNA-3.8.52,sanguine temperament,دم,dam,sanguine temperament,Blood-related disorders,blood humor|circulation,3A1Y,Blood disorders,Hematological conditions,broader,0.457,auto,proposed
UNA-11.5.53,melancholic temperament,سودا,sawdā,melancholic temperament,Black bile excess,melancholic humor|depression,6A70,Mood disorders,Depressive conditions,equivalent,0.38,manual,proposed
UNA-6.9.54,fevers,حمیات,ḥumayāt,fevers,Pyretic conditions,fever disorders|pyrexia,1G00,Fever,Elevated body temperature,broader,0.696,auto,proposed
SAT-B.15255,indigestion,अजीर्ण,ajīrṇa,indigestion,Impaired digestion due to weakened digestive fire (agni),dyspepsia|poor digestion,8A25,Gastritis,Inflammation of the gastric mucosa,equivalent,0.834,auto,curated
SAT-I.15256,diarrhea,अतिसार,atisāra,diarrhea,Excessive loose bowel movements with increased frequency,loose motions|frequent stools,ME05,Diarrhoea,Passage of loose or liquid stools,equivalent,0.98,auto,approved
SAT-F.15257,malabsorption syndrome,ग्रहणी,grahaṇī,malabsorption syndrome,Disorder of small intestine affecting absorption,sprue|absorption disorder,CB41,Pneumonia,Lung infection,narrower,0.57,auto,proposed
SAT-E.15258,hemorrhoids,अर्श,arśa,hemorrhoids,Swollen blood vessels in anal canal,piles|anal varices,5A40,Thyroid disorders,Thyroid gland dysfunction,broader,0.6,manual,approved
SAT-I.15259,asthma,श्वास,śvāsa,asthma,Difficulty in breathing with wheeze,breathing difficulty|dyspnea,CA23,Asthma,Chronic inflammatory airway disease,equivalent,0.978,seed,curated
SAT-G.15260,cough,कास,kāsa,cough,Forceful expulsion of air from lungs,tussis|persistent cough,MD12,Cough,Sudden expulsion of air from lungs,equivalent,1,auto,approved
SAT-C.15261,hiccup,हिक्का,hikkā,hiccup,Involuntary diaphragmatic spasm,hiccough|spasmodic breathing,CB41,Pneumonia,Lung infection,related,0.547,manual,curated
SAT-G.15262,common cold,प्रतिश्याय,pratiśyāya,common cold,Viral upper respiratory tract infection,rhinitis|nasal congestion,CA08,Acute upper respiratory infections,Viral infection of upper airways,broader,0.813,auto,curated
SAT-D.15263,epilepsy,अपस्मार,apasmāra,epilepsy,Recurrent seizures due to abnormal brain activity,seizure disorder|convulsions,NE61,Fractures,Bone breaks,narrower,0.693,manual,curated
SAT-F.15264,migraine,अर्धावभेदक,ardhāvabhedaka,migraine,Unilateral throbbing headache,hemicrania|sick headache,EB90,Urticaria,Allergic skin reaction,unmapped,0,auto,proposed
SAT-G.15265,headache,शिरशूल,śiraśūla,headache,Pain in head and neck region,cephalgia|head pain,NE80,Burns,Thermal injuries,related,0.527,manual,proposed
SAT-I.15266,hemiplegia,पक्षाघात,pakṣāghāta,hemiplegia,Paralysis of one side of body,stroke|cerebral palsy,8B20,Hemiplegia,Paralysis affecting one side,equivalent,0.944,manual,curated
SAT-F.15267,rheumatoid arthritis,आमवात,āmavāta,rheumatoid arthritis,Joint inflammation with morning stiffness,inflammatory arthritis|joint pain,FB52,Osteoporosis,Bone density loss,related,0.615,auto,curated
SAT-J.15268,osteoarthritis,सन्धिवात,sandhivāta,osteoarthritis,Degenerative joint disease,joint degeneration|arthritis,FA00,Osteoarthritis,Degenerative joint disease,equivalent,0.964,manual,approved
SAT-B.15269,low back pain,कटिशूल,kaṭiśūla,low back pain,Pain in lumbar region,lumbago|backache,JA80,Pre-eclampsia,Pregnancy hypertension,related,0.614,manual,proposed
SAT-D.15270,neck stiffness,ग्रीवास्तम्भ,grīvāstambha,neck stiffness,Restricted neck movement,cervical stiffness|torticollis,ME84.1,Neck pain,Pain or stiffness in neck,related,0.85,auto,approved
SAT-H.15271,leprosy,कुष्ठ,kuṣṭha,leprosy,Chronic infectious skin disease,hansen disease|skin infection,1B20,Leprosy,Chronic infectious disease,broader,1,manual,curated
